2.0577	0.75774
2.8662	0.93126
3.1115	0.76625
3.6033	1.211
2.9775	0.90163
3.1377	1.6028
2.0782	1.0845
2.15	1.4732
2.0952	1.3723
2.6699	1.5378
4.1278	2.3623
4.713	2.3145
4.8062	1.9997
5.5282	2.6772
4.319	1.7872
4.1863	2.1988
3.5734	2.1307
3.608	2.4862
3.6343	2.4705
3.3695	1.8012
4.2254	2.0286
4.7205	1.8959
5.2239	1.9967
5.216	1.9502
4.8185	1.878
3.6658	1.276
3.3907	1.5524
2.9091	1.3985
2.322	0.77677
2.5481	0.60583
3.4246	0.86164
4.3878	1.205
4.0518	0.4747
4.2245	0.61725
3.4364	0.16331
3.3227	0.60923
2.1962	0.043321
2.0526	0.2369
2.2264	0.3856
2.7741	0.54604
3.4349	0.59602
3.6267	0.17822
3.6086	-0.22395
3.6568	-0.19544
3.4486	-0.058914
3.4991	0.56195
2.3869	0.021218
2.6511	0.63354
2.1517	0.12017
3.2744	0.86672
3.3571	0.34998
3.8646	0.25914
4.3525	0.37444
4.783	0.79679
4.3364	0.70635
3.6785	0.63043
3.6123	1.1473
3.0353	0.93
3.02	0.9123
3.7584	1.2862
3.7092	0.64911
4.7489	1.1021
5.0751	1.0672
4.6541	0.6495
4.4165	0.7796
3.2615	0.21789
2.5637	0.11445
2.5771	0.49882
2.7144	0.64485
3.1118	0.68878
2.7667	-0.23337
3.658	0.081994
3.7816	-0.14477
3.181	-0.73152
2.9989	-0.53557
2.0932	-0.83782
1.9975	-0.32908
1.0161	-0.92959
1.1054	-0.82188
0.98652	-1.2847
1.902	-0.93686
2.0543	-1.3514
2.7259	-1.0213
2.6932	-1.0314
2.3371	-1.001
1.4168	-1.3095
0.44493	-1.669
0.2273	-1.498
0.93012	-0.76924
0.56873	-1.4673
1.8837	-0.71302
2.2545	-0.90231
3.1619	-0.32995
2.345	-1.1181
2.4607	-0.60999
1.6632	-0.79015
2.067	0.23145
0.89107	-0.55087
1.8121	0.40089
2.3727	0.62918
3.1687	0.86869
3.1288	0.27256
3.9616	0.77381
3.9712	0.81538
4.291	1.5305
3.4687	1.3282
3.4837	1.9633
2.5029	1.3781
2.6823	1.5899
3.0094	1.5862
3.6536	1.6749
5.0232	2.489
5.1275	2.2623
5.11	2.2769
4.3357	1.8978
4.4315	2.6131
3.5703	2.3712
2.876	2.0716
2.962	2.1886
3.1221	2.0161
3.2781	1.6148
3.9112	1.6903
4.0282	1.4737
3.9499	1.4247
3.4963	1.3633
2.934	1.4173
1.8233	0.92235
2.1564	1.6461
2.0422	1.5589
1.7978	0.97769
2.2345	0.85252
2.5274	0.58295
3.3174	1.0344
2.6602	0.40123
1.9229	0.050704
1.8998	0.63821
0.82968	0.17796
0.23963	-0.027367
0.33668	0.090433
0.34107	-0.24841
0.92666	-0.2313
2.3002	0.57305
2.6662	0.59356
2.286	0.23047
1.4194	-0.25664
1.0287	-0.043988
0.59031	0.12009
0.73346	0.64045
-0.028068	-0.10795
0.41132	-0.019519
1.1761	0.16899
2.2958	0.71166
2.7927	0.85508
2.757	0.82849
2.241	0.68399
1.7875	0.82578
0.98009	0.61274
1.0877	1.0894
0.5448	0.55153
1.4081	1.0558
1.4835	0.54678
2.2353	0.71335
2.8225	0.9391
2.9316	1.0493
1.8117	0.2929
2.0029	1.0714
1.1812	0.83621
0.43847	0.45481
0.28791	0.30154
0.55462	0.20155
0.88805	-0.056922
1.5592	0.021679
1.8029	-0.10339
1.9867	0.074203
1.4781	-0.077862
0.61989	-0.35568
-0.34896	-0.74475
-0.38812	-0.42922
-0.76733	-0.81759
-0.67638	-1.0996
0.42139	-0.59984
0.88136	-0.73838
0.86904	-1.1252
0.90773	-1.0982
0.49261	-1.1621
-0.47288	-1.5523
-0.94698	-1.4516
-1.1015	-1.2561
-1.2839	-1.4521
-0.23	-0.7754
-0.19666	-1.3441
0.53496	-1.2147
0.97233	-1.1554
1.174	-0.96863
1.1775	-0.61697
0.63632	-0.5857
0.84261	0.19294
0.17664	-0.1253
0.12836	-0.18921
1.4133	0.71676
2.2797	0.97975
